SH, 25, 1979040200,   , XRQA,   0, 105S,  658E,  15,    0, DB
SH, 25, 1979041300,   , XRQA,   0, 203S,  805E,  85,    0, TY
SH, 25, 1979041306,   , XRQA,   0, 212S,  823E,  85,    0, TY
SH, 25, 1979041312,   , XRQA,   0, 217S,  843E,  80,    0, TY
SH, 25, 1979041318,   , XRQA,   0, 222S,  860E,  70,    0, TY
SH, 25, 1979041400,   , XRQA,   0, 224S,  873E,  65,    0, TY
SH, 25, 1979041406,   , XRQA,   0, 226S,  887E,  50,    0, TS
SH, 25, 1979041412,   , XRQA,   0, 229S,  905E,  35,    0, SS
SH, 25, 1979041418,   , XRQA,   0, 232S,  925E,  35,    0, SS
SH, 25, 1979041500,   , XRQA,   0, 235S,  947E,  35,    0, SS
SH, 25, 1979041506,   , XRQA,   0, 245S,  969E,  35,    0, EX
SH, 25, 1979041512,   , XRQA,   0, 258S,  990E,  35,    0, EX
SH, 25, 1979041518,   , XRQA,   0, 274S, 1006E,  35,    0, EX
SH, 25, 1979041600,   , XRQA,   0, 290S, 1018E,  35,    0, EX
SH, 25, 1979041606,   , XRQA,   0, 305S, 1022E,  40,    0, EX
SH, 25, 1979041612,   , XRQA,   0, 316S, 1023E,  40,    0, EX
SH, 25, 1979041618,   , XRQA,   0, 326S, 1026E,  40,    0, EX
SH, 25, 1979041700,   , XRQA,   0, 336S, 1030E,  45,    0, EX
SH, 25, 1979041706,   , XRQA,   0, 340S, 1038E,  45,    0, EX
SH, 25, 1979041712,   , XRQA,   0, 340S, 1059E,  45,    0, EX
SH, 25, 1979041718,   , XRQA,   0, 340S, 1072E,  50,    0, EX
SH, 25, 1979041800,   , XRQA,   0, 341S, 1083E,  50,    0, EX
SH, 25, 1979041806,   , XRQA,   0, 342S, 1111E,  50,    0, EX
SH, 25, 1979041812,   , XRQA,   0, 348S, 1142E,  55,    0, EX
SH, 25, 1979041818,   , XRQA,   0, 353S, 1173E,  55,    0, EX
SH, 25, 1979041900,   , XRQA,   0, 358S, 1204E,  65,    0, EX
SH, 25, 1979041906,   , XRQA,   0, 359S, 1237E,  65,    0, EX
SH, 25, 1979041912,   , XRQA,   0, 360S, 1270E,  65,    0, EX
SH, 25, 1979041918,   , XRQA,   0, 365S, 1299E,  65,    0, EX
SH, 25, 1979042000,   , XRQA,   0, 375S, 1330E,  65,    0, EX
