SH, 16, 1979021100,   , XRQA,   0,  90S, 1662E,  15,    0, DB
SH, 16, 1979022206,   , XRQA,   0, 151S, 1382E,  30,    0, TD
SH, 16, 1979022212,   , XRQA,   0, 148S, 1379E,  35,    0, TS
SH, 16, 1979022218,   , XRQA,   0, 142S, 1378E,  30,    0, TD
SH, 16, 1979022300,   , XRQA,   0, 136S, 1380E,  25,    0, TD
SH, 16, 1979022306,   , XRQA,   0, 137S, 1380E,  25,    0, TD
SH, 16, 1979022312,   , XRQA,   0, 140S, 1377E,  30,    0, TD
SH, 16, 1979022318,   , XRQA,   0, 138S, 1375E,  35,    0, TS
SH, 16, 1979022400,   , XRQA,   0, 137S, 1374E,  35,    0, TS
SH, 16, 1979022406,   , XRQA,   0, 137S, 1375E,  40,    0, TS
SH, 16, 1979022412,   , XRQA,   0, 140S, 1378E,  45,    0, TS
SH, 16, 1979022418,   , XRQA,   0, 145S, 1379E,  55,    0, TS
SH, 16, 1979022500,   , XRQA,   0, 149S, 1378E,  65,    0, TY
SH, 16, 1979022506,   , XRQA,   0, 150S, 1376E,  80,    0, TY
SH, 16, 1979022512,   , XRQA,   0, 151S, 1373E,  90,    0, TY
SH, 16, 1979022518,   , XRQA,   0, 151S, 1370E,  90,    0, TY
SH, 16, 1979022600,   , XRQA,   0, 152S, 1367E,  90,    0, TY
SH, 16, 1979022606,   , XRQA,   0, 154S, 1362E, 100,    0, TY
SH, 16, 1979022612,   , XRQA,   0, 157S, 1356E,  70,    0, TY
SH, 16, 1979022618,   , XRQA,   0, 159S, 1348E,  45,    0, TS
SH, 16, 1979022700,   , XRQA,   0, 163S, 1341E,  35,    0, TS
SH, 16, 1979022706,   , XRQA,   0, 167S, 1331E,  35,    0, TS
SH, 16, 1979022712,   , XRQA,   0, 172S, 1319E,  40,    0, MD
SH, 16, 1979022718,   , XRQA,   0, 177S, 1306E,  45,    0, MD
SH, 16, 1979022800,   , XRQA,   0, 181S, 1295E,  40,    0, MD
SH, 16, 1979022806,   , XRQA,   0, 183S, 1285E,  35,    0, MD
SH, 16, 1979022812,   , XRQA,   0, 186S, 1275E,  30,    0, MD
SH, 16, 1979022818,   , XRQA,   0, 189S, 1262E,  35,    0, MD
SH, 16, 1979030100,   , XRQA,   0, 192S, 1252E,  40,    0, TS
SH, 16, 1979030106,   , XRQA,   0, 193S, 1247E,  35,    0, TS
SH, 16, 1979030112,   , XRQA,   0, 195S, 1242E,  35,    0, TS
SH, 16, 1979030118,   , XRQA,   0, 196S, 1235E,  35,    0, TS
SH, 16, 1979030200,   , XRQA,   0, 197S, 1227E,  40,    0, MD
SH, 16, 1979030206,   , XRQA,   0, 200S, 1216E,  35,    0, MD
SH, 16, 1979030212,   , XRQA,   0, 203S, 1205E,  35,    0, MD
SH, 16, 1979030218,   , XRQA,   0, 206S, 1197E,  30,    0, MD
SH, 16, 1979030300,   , XRQA,   0, 210S, 1188E,  25,    0, MD
SH, 16, 1979030306,   , XRQA,   0, 215S, 1170E,  25,    0, TD
SH, 16, 1979030312,   , XRQA,   0, 222S, 1149E,  25,    0, TD
SH, 16, 1979030318,   , XRQA,   0, 226S, 1137E,  20,    0, DB
SH, 16, 1979030400,   , XRQA,   0, 229S, 1123E,  20,    0, DB
SH, 16, 1979030406,   , XRQA,   0, 231S, 1111E,  20,    0, DB
SH, 16, 1979030412,   , XRQA,   0, 233S, 1099E,  15,    0, DB
SH, 16, 1979030418,   , XRQA,   0, 234S, 1089E,  15,    0, DB
SH, 16, 1979030500,   , XRQA,   0, 235S, 1078E,  15,    0, DB
