WP, 19, 1958101800,   , XRQA,   0,  58N, 1781W,  15,    0, DB
WP, 19, 1958103006,   , XRQA,   0, 223N, 1545E, 100,    0, TY
WP, 19, 1958103012,   , XRQA,   0, 223N, 1538E,  90,    0, TY
WP, 19, 1958103018,   , XRQA,   0, 222N, 1532E,  85,    0, TY
WP, 19, 1958103100,   , XRQA,   0, 221N, 1526E,  80,    0, TY
WP, 19, 1958103106,   , XRQA,   0, 222N, 1519E,  80,    0, TY
WP, 19, 1958103112,   , XRQA,   0, 222N, 1508E,  85,    0, TY
WP, 19, 1958103118,   , XRQA,   0, 220N, 1496E,  90,    0, TY
WP, 19, 1958110100,   , XRQA,   0, 226N, 1486E, 100,    0, TY
WP, 19, 1958110106,   , XRQA,   0, 232N, 1480E, 105,    0, TY
WP, 19, 1958110112,   , XRQA,   0, 239N, 1472E,  95,    0, TY
WP, 19, 1958110118,   , XRQA,   0, 255N, 1470E,  90,    0, TY
WP, 19, 1958110200,   , XRQA,   0, 274N, 1474E,  85,    0, TY
WP, 19, 1958110206,   , XRQA,   0, 301N, 1473E,  75,    0, TY
WP, 19, 1958110212,   , XRQA,   0, 326N, 1488E,  65,    0, TY
WP, 19, 1958110218,   , XRQA,   0, 343N, 1515E,  65,    0, EX
WP, 19, 1958110300,   , XRQA,   0, 355N, 1550E,  65,    0, EX
WP, 19, 1958110306,   , XRQA,   0, 365N, 1592E,  65,    0, EX
WP, 19, 1958110312,   , XRQA,   0, 373N, 1640E,  65,    0, EX
WP, 19, 1958110318,   , XRQA,   0, 376N, 1690E,  65,    0, EX
WP, 19, 1958110400,   , XRQA,   0, 374N, 1740E,  65,    0, EX
WP, 19, 1958110406,   , XRQA,   0, 370N, 1795E,  65,    0, EX
WP, 19, 1958110412,   , XRQA,   0, 364N, 1750W,  65,    0, EX
