WP, 29, 1997102000,   , XRQA,   0,  45N, 1764W,  15,    0, DB
WP, 29, 1997110100,   , XRQA,   0, 113N, 1532E, 140,    0, ST
WP, 29, 1997110106,   , XRQA,   0, 120N, 1518E, 145,    0, ST
WP, 29, 1997110112,   , XRQA,   0, 127N, 1502E, 160,    0, ST
WP, 29, 1997110118,   , XRQA,   0, 133N, 1488E, 150,    0, ST
WP, 29, 1997110200,   , XRQA,   0, 139N, 1472E, 140,    0, ST
WP, 29, 1997110206,   , XRQA,   0, 144N, 1457E, 140,    0, ST
WP, 29, 1997110212,   , XRQA,   0, 148N, 1444E, 145,    0, ST
WP, 29, 1997110218,   , XRQA,   0, 152N, 1431E, 145,    0, ST
WP, 29, 1997110300,   , XRQA,   0, 154N, 1419E, 130,    0, ST
WP, 29, 1997110306,   , XRQA,   0, 157N, 1406E, 110,    0, TY
WP, 29, 1997110312,   , XRQA,   0, 158N, 1393E, 105,    0, TY
WP, 29, 1997110318,   , XRQA,   0, 160N, 1381E, 110,    0, TY
WP, 29, 1997110400,   , XRQA,   0, 161N, 1372E, 115,    0, TY
WP, 29, 1997110406,   , XRQA,   0, 165N, 1363E, 110,    0, TY
WP, 29, 1997110412,   , XRQA,   0, 169N, 1357E, 105,    0, TY
WP, 29, 1997110418,   , XRQA,   0, 174N, 1352E, 100,    0, TY
WP, 29, 1997110500,   , XRQA,   0, 178N, 1349E,  90,    0, TY
WP, 29, 1997110506,   , XRQA,   0, 184N, 1350E,  95,    0, TY
WP, 29, 1997110512,   , XRQA,   0, 189N, 1353E,  90,    0, TY
WP, 29, 1997110518,   , XRQA,   0, 196N, 1358E, 100,    0, TY
WP, 29, 1997110600,   , XRQA,   0, 203N, 1363E,  95,    0, TY
WP, 29, 1997110606,   , XRQA,   0, 213N, 1368E,  90,    0, TY
WP, 29, 1997110612,   , XRQA,   0, 222N, 1376E,  95,    0, TY
WP, 29, 1997110618,   , XRQA,   0, 231N, 1385E, 100,    0, TY
WP, 29, 1997110700,   , XRQA,   0, 241N, 1396E,  95,    0, TY
WP, 29, 1997110706,   , XRQA,   0, 254N, 1413E,  90,    0, TY
WP, 29, 1997110712,   , XRQA,   0, 267N, 1433E,  80,    0, TY
WP, 29, 1997110718,   , XRQA,   0, 279N, 1457E,  60,    0, TS
WP, 29, 1997110800,   , XRQA,   0, 287N, 1482E,  50,    0, TS
WP, 29, 1997110806,   , XRQA,   0, 300N, 1522E,  55,    0, EX
WP, 29, 1997110812,   , XRQA,   0, 318N, 1573E,  55,    0, EX
WP, 29, 1997110818,   , XRQA,   0, 338N, 1620E,  65,    0, EX
WP, 29, 1997110900,   , XRQA,   0, 352N, 1647E,  65,    0, EX
WP, 29, 1997110906,   , XRQA,   0, 357N, 1671E,  65,    0, EX
WP, 29, 1997110912,   , XRQA,   0, 361N, 1705E,  65,    0, EX
WP, 29, 1997110918,   , XRQA,   0, 364N, 1745E,  65,    0, EX
